id;age;gender;country
2838;25;m;PE
2839;26;f;0
2840;24;f;MX
2841;31;f;MX
2842;34;f;MX
2843;23;f;MX
2844;35;m;PA
2845;NA;NA;PE
2846;27;m;ES
2847;55;m;ES
2848;35;m;BR
2849;48;f;PT
2850;35;f;CL
2851;40;m;PE
2852;31;NA;ES
2853;48;f;PE
2854;22;f;PE
2855;46;f;ES
2856;39;f;ES
2857;28;f;CL
2858;37;f;AR
2859;24;f;PE
2860;25;f;PE
2861;53;f;0
2862;38;f;PT
2863;58;m;CO
2864;NA;NA;ES
2865;29;m;CL
2866;24;f;CL
2867;48;m;ES
2868;51;f;BR
2869;56;m;BR
2870;NA;f;BR
2871;25;f;MX
2872;NA;NA;US
2873;44;m;CO
2874;24;f;BR
2875;33;f;GB
2876;24;f;MX
2877;36;m;BR
2878;47;m;ES
2879;43;f;CO
2880;37;m;BR
2881;21;f;MX
2882;26;m;MX
2883;32;f;BR
2884;20;f;DO
2885;24;f;BR
2886;40;m;BR
2887;53;m;MX
2888;44;f;BR
2889;25;m;BR
2890;47;f;MX
2891;NA;NA;MX
2892;26;f;BR
2893;32;f;MX
2894;28;f;CO
2895;46;m;MX
2896;48;f;ES
2897;32;f;PE
2898;31;f;MX
2899;13;m;MX
2900;37;f;UY
2901;NA;f;EC
2902;39;f;ES
2903;NA;NA;ES
2904;33;m;MX
2905;26;f;MX
2906;59;m;MX
2907;34;m;BR
2908;30;m;CO
2909;62;m;CU
2910;23;m;BR
2911;20;f;BR
2912;20;f;BR
2913;21;m;BR
2914;21;m;MX
2915;47;m;VE
2916;NA;f;BR
2917;40;f;ES
2918;42;m;CL
2919;NA;NA;PE
2920;53;m;ES
2921;28;m;PE
2922;29;f;BR
2923;27;f;BR
2924;33;f;PE
2925;42;f;MX
2926;32;f;ES
2927;23;f;PT
2928;38;f;ES
2929;39;f;BR
2930;NA;f;MX
2931;37;f;ES
2932;25;m;CO
2933;25;m;CO
2934;30;m;ES
2935;27;f;MX
2936;27;m;EC
2937;NA;m;ES
2938;47;m;EC
2939;53;m;AR
2940;NA;NA;CL
2941;38;m;CL
2942;53;m;ES
2943;20;m;BR
2944;48;f;CL
2945;44;m;MX
2946;26;f;BR
2947;24;f;BR
2948;37;m;BR
2949;55;m;CO
2950;NA;NA;CL
2951;35;m;BR
2952;28;m;CR
2953;52;m;MX
2954;31;f;BR
2955;40;f;BR
2956;22;m;MX
2957;20;f;MX
2958;31;f;BR
2959;25;f;BR
2960;22;NA;VE
2961;33;f;BR
2962;NA;f;ES
2963;34;f;ES
2964;25;f;PY
2965;48;f;MX
2966;NA;f;BR
2967;39;m;BR
2968;24;m;MX
2969;NA;NA;ES
2970;41;m;GT
2971;NA;NA;ES
2972;48;f;BR
2973;21;f;BR
2974;NA;f;BR
2975;22;f;BR
2976;22;f;BR
2977;NA;NA;EC
2978;53;m;BR
2979;43;m;BR
2980;40;m;BR
2981;28;m;EC
2982;22;f;MX
2983;21;f;PE
2984;NA;NA;PE
2985;34;f;CO
2986;58;m;PE
2987;27;f;MX
2988;27;f;MX
2989;57;m;VE
2990;46;m;BR
2991;37;f;BR
2992;28;m;CL
2993;41;f;ES
2994;39;m;BR
2995;34;m;CR
2996;27;f;CR
2997;22;m;BR
2998;33;m;CL
2999;28;f;ES
3000;19;m;MX
3001;56;m;BR
3002;NA;m;BR
3003;29;m;0
3004;28;m;MX
3005;61;m;EC
3006;51;m;BR
3007;25;m;0
3008;26;m;PE
3009;26;m;PE
3010;21;m;MX
3011;56;f;BR
3012;NA;f;PT
3013;37;f;MX
3014;32;f;PT
3015;37;m;PE
3016;30;f;MX
3017;33;m;PE
3018;NA;m;BR
3019;56;m;VE
3020;23;f;CR
3021;30;m;BR
3022;30;f;GT
3023;37;m;BR
3024;32;m;BR
3025;30;f;BR
3026;23;m;PE
3027;48;m;PE
3028;53;m;MX
3029;24;m;CL
3030;71;m;ES
3031;42;m;BR
3032;NA;NA;ES
3033;55;m;BR
3034;38;m;MX
3035;NA;NA;ES
3036;NA;f;MX
3037;23;f;PE
3038;NA;NA;ES
3039;NA;NA;ES
3040;29;f;PA
3041;32;f;AR
3042;NA;NA;AR
3043;25;m;PE
3044;29;m;BR
3045;37;m;CL
3046;39;m;BR
3047;34;m;BR
3048;33;m;MX
3049;31;m;MX
3050;25;f;UY
3051;30;m;MX
3052;51;m;BR
3053;67;m;BR
3054;26;m;PE
3055;52;m;PT
3056;NA;m;EC
3057;26;f;BR
3058;40;f;AR
3059;61;NA;ES
3060;NA;m;PE
3061;52;f;PT
3062;26;m;PE
3063;24;f;PA
3064;32;f;GB
3065;38;f;ES
3066;53;m;MX
3067;50;f;PT
3068;21;f;PE
3069;NA;NA;BR
3070;21;f;ES
3071;53;f;BR
3072;39;f;VE
3073;25;f;CO
3074;NA;NA;CL
3075;35;f;MX
3076;NA;NA;US
3077;59;f;0
3078;20;f;PE
3079;44;f;MX
3080;28;m;AR
3081;26;m;PE
3082;25;f;MX
3083;37;f;VE
3084;26;f;CL
3085;24;f;ES
3086;58;m;0
3087;35;f;BR
3088;32;f;PE
3089;23;f;MX
3090;57;f;ES
3091;24;m;PT
3092;56;m;CL
3093;NA;NA;EC
3094;19;f;BR
3095;29;f;CR
3096;39;m;BR
3097;NA;f;MX
3098;53;m;MX
3099;47;m;BR
3100;27;m;EC
3101;47;f;ES
3102;29;f;ES
3103;20;f;BR
3104;50;m;BR
3105;23;m;PE
3106;41;m;CL
3107;24;m;ES
3108;NA;NA;MX
3109;49;m;BO
3110;55;m;MX
3111;33;f;ES
3112;39;m;ES
3113;45;f;PT
3114;41;f;PT
3115;21;f;ES
3116;43;m;PT
3117;41;m;CL
3118;31;f;MX
3119;23;m;PE
3120;36;f;MX
3121;21;f;BR
3122;21;f;ES
3123;37;f;ES
3124;NA;f;UY
3125;18;f;MX
3126;25;f;BR
3127;34;f;MX
3128;31;f;MX
3129;27;f;MX
3130;44;m;ES
3131;NA;NA;MX
3132;38;m;MX
3133;NA;f;ES
3134;46;f;ES
3135;27;NA;MX
3136;46;m;MX
3137;NA;NA;ES
3138;36;f;ES
3139;35;m;0
3140;41;f;BR
3141;53;m;BR
3142;22;f;MX
3143;19;f;MX
3144;26;f;MX
3145;25;f;BR
3146;24;f;MX
3147;24;f;BR
3148;NA;f;PA
3149;23;m;PT
3150;48;m;BR
3151;38;m;AR
3152;22;m;CO
3153;22;m;CO
3154;48;f;MX
3155;NA;f;PA
3156;22;f;MX
3157;41;f;MX
3158;24;f;PE
3159;NA;f;PE
3160;NA;NA;BR
3161;27;f;ES
3162;28;f;ES
3163;NA;f;CO
3164;39;f;MX
3165;49;f;MX
3166;NA;o;PE
3167;35;f;PE
3168;35;m;CR
3169;24;m;BR
3170;40;m;ES
3171;25;m;ES
3172;26;f;PE
3173;NA;NA;PT
3174;26;f;ES
3175;25;f;ES
3176;30;f;MX
3177;32;f;BR
3178;30;f;PT
3179;NA;NA;PT
3180;NA;f;CL
3181;29;m;PE
3182;27;m;ES
3183;25;f;MX
3184;30;m;ES
3185;28;m;MX
3186;31;f;BR
3187;30;f;CL
3188;NA;f;MX
3189;44;f;BR
3190;NA;f;PE
3191;NA;f;BR
3192;22;m;PE
3193;29;m;CL
3194;21;m;CL
3195;35;m;AR
3196;21;m;PE
3197;27;m;CO
3198;NA;NA;CR
3199;23;m;PE
3200;55;f;BR
3201;25;f;MX
3202;22;f;PE
3203;49;f;BR
3204;30;m;PE
3205;46;m;BR
3206;40;m;ES
3207;36;m;PT
3208;25;m;MX
3209;60;m;MX
3210;59;m;ES
3211;NA;NA;GT
3212;36;m;AR
3213;30;f;ES
3214;NA;NA;ES
3215;31;m;MX
3216;20;f;CO
3217;21;f;PE
3218;23;f;PE
3219;30;f;BR
3220;44;f;PE
3221;30;f;BR
3222;32;f;BR
3223;22;f;PR
3224;26;f;AR
3225;39;f;MX
3226;46;NA;BR
3227;26;f;AR
3228;40;f;ES
3229;NA;NA;CL
3230;38;f;PE
3231;34;f;AR
3232;26;f;ES
3233;31;f;ES
3234;59;f;CL
3235;20;f;ES
3236;48;f;HN
3237;34;f;ES
3238;52;f;BR
3239;41;f;ES
3240;26;f;PE
3241;35;f;MX
3242;30;f;CR
3243;35;f;ES
3244;NA;NA;UY
3245;NA;NA;BR
3246;52;m;PT
3247;37;f;PT
3248;NA;NA;BR
3249;NA;m;CL
3250;NA;m;AR
3251;36;f;CO
3252;48;f;SV
3253;31;f;MX
3254;54;m;MX
3255;29;m;PE
3256;43;f;ES
3257;23;f;MX
3258;37;f;CO
3259;28;f;CR
3260;23;f;MX
3261;27;f;SV
3262;28;f;AU
3263;19;f;MX
3264;NA;NA;MX
3265;26;f;CR
3266;29;f;GT
3267;23;f;ES
3268;26;f;MX
3269;33;f;AR
3270;28;f;AR
3271;53;f;BR
3272;39;f;MX
3273;NA;NA;0
3274;26;f;EC
3275;NA;f;CA
3276;29;f;0
3277;NA;NA;ES
3278;29;f;ES
3279;45;f;BR
3280;NA;NA;BR
3281;33;f;BR
3282;52;f;ES
3283;26;f;AR
3284;NA;NA;BR
3285;NA;NA;ES
3286;40;f;BR
3287;NA;NA;GT
3288;25;m;CL
3289;28;m;BR
3290;20;NA;MX
3291;20;NA;MX
3292;52;f;0
3293;26;m;VE
3294;26;f;CR
3295;62;f;0
3296;36;m;AU
3297;32;f;PA
3298;24;f;BR
3299;NA;m;ES
3300;25;f;BR
3301;23;f;PE
3302;28;f;PE
3303;17;f;PE
3304;20;f;VE
3305;21;f;PE
3306;31;f;BR
3307;28;f;BR
3308;23;m;CO
3309;23;f;MX
3310;NA;m;MX
3311;33;f;AR
3312;55;f;BR
3313;NA;NA;ES
3314;NA;f;0
3315;20;f;PE
3316;27;f;BR
3317;29;f;BR
3318;NA;f;PE
3319;20;f;PE
3320;52;f;0
3321;46;f;CR
3322;30;f;HN
3323;36;f;MX
3324;27;f;MX
3325;27;f;BR
3326;25;f;PE
3327;26;f;BR
3328;30;f;AR
3329;43;f;BR
3330;41;f;BR
3331;19;m;MX
3332;34;f;ES
3333;23;f;PE
3334;22;f;BR
3335;36;f;BR
3336;22;f;PE
3337;31;f;ES
3338;26;f;MX
3339;33;f;PT
3340;37;f;ES
3341;48;f;0
3342;26;f;MX
3343;36;f;HN
3344;29;m;BR
3345;29;f;BR
3346;37;f;BR
3347;NA;f;PE
3348;31;f;CL
3349;37;f;BR
3350;36;f;BR
3351;28;f;BR
3352;NA;NA;BR
3353;26;f;0
3354;NA;f;UY
3355;24;f;0
3356;32;f;CL
3357;22;f;BR
3358;20;f;BR
3359;35;f;EC
3360;33;f;AR
3361;23;f;ES
3362;28;f;PT
3363;53;f;PT
3364;29;f;MX
3365;57;m;ES
3366;37;f;ES
3367;33;f;CR
3368;33;f;CR
3369;30;m;BO
3370;26;f;BR
3371;37;f;BR
3372;24;f;BR
3373;31;f;MX
3374;27;f;BR
3375;NA;f;BR
3376;25;f;BR
3377;34;f;BR
3378;26;f;BR
3379;25;f;EC
3380;21;f;BR
3381;20;f;BR
3382;38;m;BR
3383;22;f;BR
3384;21;f;BR
3385;35;m;BR
3386;22;m;BR
3387;35;f;BR
3388;NA;m;DE
3389;36;m;PE
3390;22;f;MX
3391;47;f;ES
3392;33;f;CL
3393;29;m;ES
3394;NA;NA;ES
3395;27;m;AR
3396;40;m;BR
3397;39;m;HN
3398;NA;NA;AR
3399;50;f;PA
3400;NA;NA;FR
3401;49;m;MX
3402;54;m;PT
3403;36;f;ES
3404;44;f;MX
3405;37;f;BR
3406;NA;m;BR
3407;28;f;MX
3408;28;m;BR
3409;32;m;MX
3410;27;m;BR
3411;NA;f;IL
3412;43;f;MX
3413;NA;f;ES
3414;29;m;MX
3415;41;f;ES
3416;36;m;VE
3417;38;m;CL
3418;37;f;CO
3419;33;f;CL
3420;27;m;MX
3421;26;f;BO
3422;NA;f;AR
3423;29;f;CL
3424;20;f;MX
3425;43;m;MX
3426;48;f;MX
3427;24;f;CO
3428;NA;f;KE
3429;25;f;MX
3430;22;f;CO
3431;21;f;PE
3432;19;f;PE
3433;45;m;BR
3434;42;f;CL
3435;22;f;MX
3436;36;f;ES
3437;25;f;MX
3438;NA;f;PT
3439;36;f;BR
3440;26;f;MX
3441;56;f;BR
3442;40;f;CL
3443;24;m;PE
3444;NA;NA;AR
3445;32;m;MX
3446;NA;f;BR
3447;NA;m;ES
3448;40;f;CO
3449;32;m;MX
3450;21;m;MX
3451;25;m;MX
3452;27;f;PE
3453;53;m;PE
3454;25;f;PY
3455;24;f;BZ
3456;46;f;MX
3457;27;f;BR
3458;24;f;MX
3459;NA;NA;PE
3460;19;f;MX
3461;34;f;ES
3462;30;o;CL
3463;49;f;AR
3464;38;f;PT
3465;NA;NA;EC
3466;39;m;ES
3467;25;f;AR
3468;21;f;PY
3469;34;f;CL
3470;42;m;ES
3471;29;m;CL
3472;29;m;CL
3473;18;m;BR
3474;28;f;CO
3475;28;f;CO
3476;NA;f;ES
3477;27;f;AR
3478;23;f;MX
3479;40;f;MX
3480;40;f;MX
3481;29;m;MX
3482;25;m;BR
3483;34;f;PE
3484;45;m;0
3485;30;f;MX
3486;26;m;MX
3487;23;m;BR
3488;24;m;EC
3489;34;f;MX
3490;32;f;MX
3491;NA;m;MX
3492;19;f;BR
3493;19;m;BR
3494;45;m;PT
3495;45;m;PT
3496;27;f;IT
3497;20;f;CO
3498;23;f;EC
3499;21;f;CO
3500;24;f;BR
3501;34;f;CL
3502;42;f;BR
3503;40;f;AU
3504;25;f;CO
3505;54;f;BR
3506;35;f;MX
3507;36;f;AR
3508;46;f;ES
3509;26;f;PE
3510;20;m;PE
3511;34;m;GT
3512;47;m;BR
3513;NA;m;BR
3514;51;m;GT
3515;21;m;PE
3516;43;m;PE
3517;35;m;HN
3518;55;m;BR
3519;34;m;BR
3520;22;f;PE
3521;NA;m;BR
3522;52;m;CO
3523;26;m;HN
3524;20;f;PE
3525;NA;f;VE
3526;22;f;PE
3527;24;f;PE
3528;NA;f;GT
3529;NA;NA;BR
3530;35;m;PE
3531;25;m;PE
3532;41;m;BR
3533;31;m;0
3534;21;f;0
3535;36;m;CR
3536;27;m;GT
3537;42;m;BR
3538;47;m;ES
3539;29;f;MX
3540;NA;m;MX
3541;29;f;CR
3542;43;f;MX
3543;22;m;ES
3544;NA;f;PE
3545;39;f;CO
3546;NA;f;MX
3547;41;f;CL
3548;45;f;CL
3549;37;f;CR
3550;23;f;MX
3551;NA;m;ES
3552;NA;f;ES
3553;30;f;MX
3554;30;m;ES
3555;21;f;MX
3556;24;m;MX
3557;24;m;MX
3558;37;m;MX
3559;39;m;ES
3560;38;f;MX
3561;27;f;MX
3562;23;m;PE
3563;33;f;UY
3564;36;m;EC
3565;20;f;BR
3566;31;f;PA
3567;30;f;VE
3568;46;f;VE
3569;19;f;MX
3570;45;m;SN
3571;26;m;PE
3572;NA;NA;BR
3573;26;f;AR
3574;27;f;MX
3575;23;f;CO
3576;21;f;MX
3577;26;f;PA
3578;22;f;CO
3579;23;f;PE
3580;27;f;MX
3581;28;f;PE
3582;32;f;AR
3583;22;f;CO
3584;35;f;MX
3585;20;f;MX
3586;24;f;MX
3587;47;f;VE
3588;39;m;0
3589;35;f;PE
3590;24;f;AR
3591;23;f;MX
3592;27;f;CL
3593;41;f;ES
3594;42;f;CR
3595;NA;NA;MX
3596;23;f;CO
3597;22;f;PE
3598;NA;f;CO
3599;25;m;GT
3600;25;m;GT
3601;25;m;GT
3602;31;f;VE
3603;NA;NA;ES
3604;NA;f;PE
3605;NA;f;0
3606;32;f;CL
3607;24;f;PE
3608;29;f;CO
3609;30;f;BR
3610;34;f;0
3611;31;m;CL
3612;NA;f;MX
3613;25;m;CO
3614;25;f;PE
3615;26;f;ES
3616;31;f;MX
3617;27;o;UY
3618;NA;NA;MX
3619;36;f;SV
3620;22;m;MX
3621;50;f;BR
3622;26;m;PE
3623;23;m;MX
3624;56;f;US
3625;27;m;PE
3626;21;f;MX
3627;35;f;BR
3628;50;f;PE
3629;29;f;ES
3630;36;f;MX
3631;20;f;CR
3632;NA;f;MX
