sensor;fecha;temperatura;tipo_temperatura;day;month;year;hour;minutes;time;total_minutos;diferencia
5077JTJ_3;05/02/2018 8:59;-7;CONGELADO;5;2;2018;8;59;8:59;539;15
5077JTJ_3;05/02/2018 9:14;-8;CONGELADO;5;2;2018;9;14;9:14;554;15
5077JTJ_3;05/02/2018 10:46;-8;CONGELADO;5;2;2018;10;46;10:46;646;92
5077JTJ_3;05/02/2018 11:01;-8;CONGELADO;5;2;2018;11;1;11:01;661;15
5077JTJ_3;05/02/2018 11:16;-3;CONGELADO;5;2;2018;11;16;11:16;676;15
5077JTJ_3;05/02/2018 11:31;-3;CONGELADO;5;2;2018;11;31;11:31;691;15
5077JTJ_3;05/02/2018 11:43;-4;CONGELADO;5;2;2018;11;43;11:43;703;12
5077JTJ_3;05/02/2018 11:58;-4;CONGELADO;5;2;2018;11;58;11:58;718;15
5077JTJ_3;05/02/2018 12:13;-6;CONGELADO;5;2;2018;12;13;12:13;733;15
5077JTJ_3;05/02/2018 12:28;-8;CONGELADO;5;2;2018;12;28;12:28;748;15
5077JTJ_3;05/02/2018 13:57;-9;CONGELADO;5;2;2018;13;57;13:57;837;89
5077JTJ_3;05/02/2018 14:12;-9;CONGELADO;5;2;2018;14;12;14:12;852;15
5077JTJ_3;05/02/2018 14:27;-5;CONGELADO;5;2;2018;14;27;14:27;867;15
5077JTJ_3;05/02/2018 14:42;-3;CONGELADO;5;2;2018;14;42;14:42;882;15
5077JTJ_3;05/02/2018 14:54;-4;CONGELADO;5;2;2018;14;54;14:54;894;12
5077JTJ_3;05/02/2018 15:09;-4;CONGELADO;5;2;2018;15;9;15:09;909;15
5077JTJ_3;05/02/2018 15:24;-5;CONGELADO;5;2;2018;15;24;15:24;924;15
5077JTJ_3;05/02/2018 15:39;-7;CONGELADO;5;2;2018;15;39;15:39;939;15
5077JTJ_3;05/02/2018 18:00;20;CONGELADO;5;2;2018;18;0;18:00;1080;141
5077JTJ_3;05/02/2018 18:15;20;CONGELADO;5;2;2018;18;15;18:15;1095;15
5077JTJ_3;05/02/2018 18:30;20;CONGELADO;5;2;2018;18;30;18:30;1110;15
5077JTJ_3;05/02/2018 18:45;21;CONGELADO;5;2;2018;18;45;18:45;1125;15
5077JTJ_3;05/02/2018 19:00;20;CONGELADO;5;2;2018;19;0;19:00;1140;15
5077JTJ_3;05/02/2018 19:15;20;CONGELADO;5;2;2018;19;15;19:15;1155;15
5077JTJ_3;05/02/2018 19:30;20;CONGELADO;5;2;2018;19;30;19:30;1170;15
5077JTJ_3;05/02/2018 19:45;20;CONGELADO;5;2;2018;19;45;19:45;1185;15
5077JTJ_3;05/02/2018 20:01;20;CONGELADO;5;2;2018;20;1;20:01;1201;16
5077JTJ_3;05/02/2018 20:16;20;CONGELADO;5;2;2018;20;16;20:16;1216;15
5077JTJ_3;05/02/2018 20:31;20;CONGELADO;5;2;2018;20;31;20:31;1231;15
5077JTJ_3;05/02/2018 20:46;20;CONGELADO;5;2;2018;20;46;20:46;1246;15
5077JTJ_3;05/02/2018 21:01;20;CONGELADO;5;2;2018;21;1;21:01;1261;15
5077JTJ_3;05/02/2018 21:16;20;CONGELADO;5;2;2018;21;16;21:16;1276;15
5077JTJ_3;05/02/2018 21:31;20;CONGELADO;5;2;2018;21;31;21:31;1291;15
5077JTJ_3;05/02/2018 21:46;20;CONGELADO;5;2;2018;21;46;21:46;1306;15
5077JTJ_3;05/02/2018 22:01;19;CONGELADO;5;2;2018;22;1;22:01;1321;15
5077JTJ_3;05/02/2018 22:16;19;CONGELADO;5;2;2018;22;16;22:16;1336;15
5077JTJ_3;05/02/2018 22:31;19;CONGELADO;5;2;2018;22;31;22:31;1351;15
5077JTJ_3;05/02/2018 22:46;19;CONGELADO;5;2;2018;22;46;22:46;1366;15
5077JTJ_3;05/02/2018 23:01;19;CONGELADO;5;2;2018;23;1;23:01;1381;15
5077JTJ_3;05/02/2018 23:16;19;CONGELADO;5;2;2018;23;16;23:16;1396;15
5077JTJ_3;05/02/2018 23:31;19;CONGELADO;5;2;2018;23;31;23:31;1411;15
5077JTJ_3;05/02/2018 23:46;19;CONGELADO;5;2;2018;23;46;23:46;1426;15
