Difference, Gender, Age
"-1.036196264570393","F","13"
"-1.036196264570393","F","13"
"1.963803735429607","M","13"
"-0.036196264570393044","M","13"
"-0.036196264570393044","M","13"
"-1.036196264570393","M","13"
"-0.036196264570393044","M","13"
"-1.036196264570393","F","13"
"-1.036196264570393","M","14"
"-0.036196264570393044","M","13"
"-0.036196264570393044","F","13"
"-0.036196264570393044","F","13"
"0.963803735429607","M","14"
"0.963803735429607","M","14"
"-0.036196264570393044","M","14"
"-0.036196264570393044","F","14"
"-0.036196264570393044","F","13"
"0.963803735429607","F","13"
"-0.036196264570393044","F","14"
"0.963803735429607","F","13"
"-2.4589910996297704e-7","F","15"
"-1.00000024589911","M","15"
"-2.4589910996297704e-7","M","15"
"-2.4589910996297704e-7","M","14"
"-1.00000024589911","F","15"
"-1.00000024589911","M","16"
"-2.4589910996297704e-7","M","14"
"-2.4589910996297704e-7","F","15"
"-2.4589910996297704e-7","M","14"
"-2.00000024589911","F","15"
"-1.00000024589911","M","15"
"-2.4589910996297704e-7","M","14"
"-1.00000024589911","F","15"
"-2.00000024589911","M","15"
"-2.00000024589911","M","15"
"-2.00000024589911","F","15"
"-2.4589910996297704e-7","M","14"
"-2.4589910996297704e-7","M","15"
"-1.00000024589911","M","14"
"-1.00000024589911","F","16"
"-2.00000024589911","M","14"
"-2.4589910996297704e-7","M","15"
"2.9999999146664496","F","14"
"2.9999999146664496","F","14"
"0.9999999146664496","M","15"
"-8.533355044804125e-8","F","14"
"1.9999999146664496","F","16"
"1.9999999146664496","F","15"
"0.9999999146664496","M","15"
"2.9999999146664496","F","15"
"5.99999991466645","M","14"
"1.9999999146664496","M","15"
"0.9999999146664496","M","14"
"1.1624470760753676","M","17"
"-0.8375529239246324","F","17"
"-1.8375529239246324","M","17"
"-1.8375529239246324","F","16"
"-1.8375529239246324","M","16"
"-2.8375529239246324","M","15"
"-2.8375529239246324","M","16"
"-1.8375529239246324","F","16"
"-2.8375529239246324","F","17"
"-1.8375529239246324","M","15"
"-1.8375529239246324","F","15"
"-2.8375529239246324","F","15"
"-0.4064322617165894","F","16"
"0.5935677382834106","F","15"
"0.5935677382834106","F","16"
"2.5935677382834106","F","14"
"0.5935677382834106","M","15"
"3.5935677382834106","F","15"
"-1.2618469447940583","M","14"
"-0.26184694479405834","M","16"
"-1.2618469447940583","M","14"
"-0.26184694479405834","F","14"
"-3.2618469447940583","F","14"
"-0.26184694479405834","F","14"
"-0.26184694479405834","F","15"
"-0.26184694479405834","F","15"
"-0.26184694479405834","F","15"
"-0.26184694479405834","F","14"
"-0.26184694479405834","F","15"
"0.7381530552059417","M","15"
"0.7381530552059417","M","16"
"-0.26184694479405834","M","15"
"1.7381530552059417","M","16"
"-0.26184694479405834","M","15"
"-1.2618469447940583","M","15"
"0.7381530552059417","M","14"
"1.0496877204938384","M","14"
"1.0496877204938384","M","13"
"1.0496877204938384","M","13"
"3.0496877204938384","F","14"
"3.0496877204938384","F","13"
"1.0496877204938384","F","13"
"1.0496877204938384","F","14"
"0.049687720493838405","F","15"
"1.0496877204938384","F","13"
"4.049687720493838","M","15"
"1.0496877204938384","F","13"
"0.049687720493838405","M","14"
"2.0496877204938384","M","14"
"3.0496877204938384","F","13"
"0.049687720493838405","M","15"
"1.0496877204938384","F","13"
"3.0496877204938384","M","14"
"1.0496877204938384","M","14"
"1.0496877204938384","M","14"
"-0.12752417638886815","M","17"
"0.8724758236111319","M","17"
"-0.12752417638886815","F","17"
"-2.127524176388868","F","17"
"-2.127524176388868","F","16"
"-1.1275241763888681","F","16"
"-1.1275241763888681","F","18"
"-1.1275241763888681","M","16"
"-0.12752417638886815","M","17"
"-2.127524176388868","M","18"
"-2.127524176388868","M","17"
"-1.1275241763888681","M","17"
"0.4711855879941016","M","14"
"0.4711855879941016","M","15"
"-0.5288144120058984","F","15"
"1.4711855879941016","M","13"
"-1.5288144120058984","M","13"
"0.4711855879941016","M","14"
"0.4711855879941016","M","14"
"1.4711855879941016","M","15"
"-2.5288144120058984","M","14"
"2.4711855879941016","M","13"
"-1.5288144120058984","F","13"
"1.4711855879941016","F","13"
"-0.5288144120058984","F","13"
"1.4711855879941016","F","13"
"-1.5288144120058984","F","15"
"-0.5288144120058984","F","14"
"0.4711855879941016","M","14"
"-1.5288144120058984","F","14"
"0.4711855879941016","M","16"
"-0.5288144120058984","M","13"
"1.6656718415822933","F","16"
"0.6656718415822933","M","15"
"-2.3343281584177067","M","15"
"1.6656718415822933","M","15"
"0.6656718415822933","M","15"
"-0.3343281584177067","M","15"
"1.6656718415822933","M","18"
"-1.3343281584177067","M","15"
"1.6656718415822933","M","15"
"1.6656718415822933","M","15"
"-0.3343281584177067","F","16"
"0.9443789356622361","F","14"
"0.9443789356622361","F","14"
"0.9443789356622361","F","13"
"0.9443789356622361","F","14"
"1.944378935662236","M","14"
"0.9443789356622361","M","14"
"1.944378935662236","M","13"
"-0.055621064337763926","M","13"
"0.9443789356622361","M","13"
"1.944378935662236","F","13"
"0.9443789356622361","F","13"
"-0.055621064337763926","F","14"
"0.9443789356622361","F","14"
"1.944378935662236","F","13"
"1.944378935662236","F","14"
"1.944378935662236","F","13"
"1.944378935662236","F","13"
"1.944378935662236","F","13"
"1.944378935662236","F","13"
"0.9443789356622361","F","14"
"1.944378935662236","F","13"
"-1.0304075117866165","M","18"
"0.9695924882133835","F","16"
"0.9695924882133835","M","17"
"0.9695924882133835","M","18"
"0.9695924882133835","M","18"
"0.9695924882133835","M","16"
"-0.030407511786616492","M","16"
"-1.0304075117866165","M","16"
"0.9695924882133835","F","16"
"2.234514601017917","F","15"
"0.2345146010179171","M","13"
"2.234514601017917","M","13"
"0.2345146010179171","F","13"
"-0.7654853989820829","F","13"
"2.234514601017917","F","15"
"1.234514601017917","F","14"
"0.2345146010179171","F","13"
"0.2345146010179171","F","13"
"0.2345146010179171","F","13"
"0.2345146010179171","F","14"
"0.2345146010179171","M","13"
"0.2345146010179171","M","14"
"-0.7654853989820829","F","13"
"0.2345146010179171","F","14"
"0.2345146010179171","F","14"
